File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF138MTV	bam	bam		alignments	ENCSR000EML	DNase-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				1							ENCFF565HOQ	15132738746	ENCODE Processing Pipeline	b3c428aa0c6bc36fcb2d6eac73f2cf30		https://www.encodeproject.org/files/ENCFF138MTV/@@download/ENCFF138MTV.bam	hg19				released	s3://encode-public/2017/12/01/bb4849a9-4f11-4f8c-9d69-327c462f006c/ENCFF138MTV.bam				
ENCFF496KEC	bam	bam		alignments	ENCSR946DXB	DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1							ENCFF093NIQ	7316349740	ENCODE Processing Pipeline	75d9210513f4c0f82794c110abc2cf74		https://www.encodeproject.org/files/ENCFF496KEC/@@download/ENCFF496KEC.bam	hg19				released	s3://encode-public/2018/01/16/9a7374e2-a03d-486e-9b2e-bce0a0d58d17/ENCFF496KEC.bam				
ENCFF870CEG	bam	bam		alignments	ENCSR946DXB	DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				2							ENCFF283RQC	4290759765	ENCODE Processing Pipeline	15a68468a21091dc9b1da90c48ebed99		https://www.encodeproject.org/files/ENCFF870CEG/@@download/ENCFF870CEG.bam	hg19				released	s3://encode-public/2017/09/10/17f37667-2217-431a-ad2b-53fc09498b30/ENCFF870CEG.bam				
ENCFF022PJN	bam	bam		alignments	ENCSR164WOF	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF619WFG	6753568117	ENCODE Processing Pipeline	3cd686f87af09e5eb3135e4d2b077c3c		https://www.encodeproject.org/files/ENCFF022PJN/@@download/ENCFF022PJN.bam	hg19				released	s3://encode-public/2017/09/22/c83663db-09cc-48dd-8764-009593e3087f/ENCFF022PJN.bam				
ENCFF955ITQ	bam	bam		alignments	ENCSR474GZQ	DNase-seq	UBERON:0000966	retina	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				2							ENCFF379NWB, ENCFF781YBH	4680547824	ENCODE Processing Pipeline	896b1f76c4f253d5e1e8c5a207db1314		https://www.encodeproject.org/files/ENCFF955ITQ/@@download/ENCFF955ITQ.bam	hg19				released	s3://encode-public/2017/09/08/14389eda-6cb2-47b9-ba94-69a38d11b02a/ENCFF955ITQ.bam				
ENCFF832ATE	bam	bam		alignments	ENCSR474GZQ	DNase-seq	UBERON:0000966	retina	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF598KDU, ENCFF819GOQ	2042487242	ENCODE Processing Pipeline	3441c78dab864009777bad00d0c49946		https://www.encodeproject.org/files/ENCFF832ATE/@@download/ENCFF832ATE.bam	hg19				released	s3://encode-public/2017/09/08/8397b804-b2a7-46d1-a2bd-7c8b6d083e90/ENCFF832ATE.bam				
ENCFF087OQQ	bam	bam		alignments	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF831LXE	17540894827	ENCODE Processing Pipeline	28c08f2f37e22485235b39420b230c73		https://www.encodeproject.org/files/ENCFF087OQQ/@@download/ENCFF087OQQ.bam	hg19				released	s3://encode-public/2017/09/10/ba29bb9a-178b-4e71-b9b1-7203b1f21873/ENCFF087OQQ.bam				
ENCFF649YOL	bam	bam		alignments	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF829FHW, ENCFF855OJX	19140033619	ENCODE Processing Pipeline	c43ca01c78fe146a2d06acf526348d40		https://www.encodeproject.org/files/ENCFF649YOL/@@download/ENCFF649YOL.bam	hg19				released	s3://encode-public/2017/09/10/4a311f24-550a-4bd9-9638-e1bcc603ba45/ENCFF649YOL.bam				
ENCFF154RQQ	bam	bam		alignments	ENCSR316UDN	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF108UQM, ENCFF597DAD	22651347361	ENCODE Processing Pipeline	af064e2bb56eaa78b42050b0fb10e4b8		https://www.encodeproject.org/files/ENCFF154RQQ/@@download/ENCFF154RQQ.bam	hg19				released	s3://encode-public/2017/12/04/aa9a9668-7a11-4013-999d-3af8d226b8dc/ENCFF154RQQ.bam				
ENCFF739QCZ	bam	bam		alignments	ENCSR035RVH	DNase-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF131OTQ, ENCFF394UBH, ENCFF692CLU	13867053519	ENCODE Processing Pipeline	b869699188a1b7c57e16bc0257311dff		https://www.encodeproject.org/files/ENCFF739QCZ/@@download/ENCFF739QCZ.bam	hg19				released	s3://encode-public/2018/05/07/e010ac0f-8211-4c75-b5aa-2aa6e56ac54e/ENCFF739QCZ.bam				
ENCFF179ENM	bam	bam		alignments	ENCSR426TPQ	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF152LVI, ENCFF440IHT	14373198460	ENCODE Processing Pipeline	0034bf6af81dc331b41692eec4f76fb4		https://www.encodeproject.org/files/ENCFF179ENM/@@download/ENCFF179ENM.bam	hg19				released	s3://encode-public/2017/10/08/7f65ecd5-eaf2-471a-a625-29a5d35c3ab5/ENCFF179ENM.bam				
ENCFF129ZBZ	bam	bam		alignments	ENCSR507GFJ	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2018-05-09	ENCODE				1							ENCFF612UJN	8119342136	ENCODE Processing Pipeline	42bb1a1e7267b208707c7aa84e8329b3		https://www.encodeproject.org/files/ENCFF129ZBZ/@@download/ENCFF129ZBZ.bam	hg19				released	s3://encode-public/2018/05/07/9489e467-a20b-4013-8c54-89d24ee1bbed/ENCFF129ZBZ.bam				
ENCFF008XFW	bam	bam		alignments	ENCSR809LCE	DNase-seq	CL:0000351	trophoblast cell	primary cell	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF109BKD	5369350094	ENCODE Processing Pipeline	e81349d3962c605c71651787b4c4af0d		https://www.encodeproject.org/files/ENCFF008XFW/@@download/ENCFF008XFW.bam	hg19				released	s3://encode-public/2017/09/06/20b069fe-4327-4c4a-a72a-7c443e05753e/ENCFF008XFW.bam				
ENCFF691UDN	bam	bam		alignments	ENCSR121ZSL	DNase-seq	CL:0000351	trophoblast cell	primary cell	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF821IYC	19327192023	ENCODE Processing Pipeline	451334d72d268937a6ce334e8d1436b2		https://www.encodeproject.org/files/ENCFF691UDN/@@download/ENCFF691UDN.bam	hg19				released	s3://encode-public/2017/09/12/9bd05ee4-829f-4ae6-b49d-90f2d2364ff0/ENCFF691UDN.bam				
ENCFF717BDD	bam	bam		alignments	ENCSR121ZSL	DNase-seq	CL:0000351	trophoblast cell	primary cell	Homo sapiens											DNA						2016-05-09	ENCODE				2							ENCFF952XFA	4177018456	ENCODE Processing Pipeline	e6464c673dedf8bdd2b964e8b1425296		https://www.encodeproject.org/files/ENCFF717BDD/@@download/ENCFF717BDD.bam	hg19				released	s3://encode-public/2017/09/12/2543ba01-72d7-445f-889a-ba1bd240b82a/ENCFF717BDD.bam				
ENCFF643MCR	bam	bam		alignments	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA						2010-12-14	ENCODE				1							ENCFF313SNG	7527070727	ENCODE Processing Pipeline	b2e9d2f74cadaacf0f6f073c464fb234		https://www.encodeproject.org/files/ENCFF643MCR/@@download/ENCFF643MCR.bam	hg19				released	s3://encode-public/2017/10/08/1900fbdf-bece-4f12-a75b-83ba574c9886/ENCFF643MCR.bam				
ENCFF936ZSN	bam	bam		alignments	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA						2010-12-14	ENCODE				2							ENCFF071FMC, ENCFF599SBM	16426983390	ENCODE Processing Pipeline	ccc1cf6a6ddfc25512b9f13e7c0f8dc4		https://www.encodeproject.org/files/ENCFF936ZSN/@@download/ENCFF936ZSN.bam	hg19				released	s3://encode-public/2017/10/08/c37666fe-5e22-42e5-a8ea-ae46cf7fc6ee/ENCFF936ZSN.bam				
ENCFF173JBS	bam	bam		alignments	ENCSR035QHH	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF178YCI, ENCFF398LJW	24655850956	ENCODE Processing Pipeline	647a60e28494ed7de2b3c73626dc39c3		https://www.encodeproject.org/files/ENCFF173JBS/@@download/ENCFF173JBS.bam	hg19				released	s3://encode-public/2017/10/10/ba2c8f09-43c9-4186-88c6-66c2902d89cf/ENCFF173JBS.bam				
ENCFF175COB	bam	bam		alignments	ENCSR731QLJ	DNase-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF136KNG, ENCFF349TTK, ENCFF627NIZ	19427757153	ENCODE Processing Pipeline	c0f3509cc989eca49468d9980460e276		https://www.encodeproject.org/files/ENCFF175COB/@@download/ENCFF175COB.bam	hg19				released	s3://encode-public/2018/05/07/a072bdb1-3b20-4f5e-931c-8f7b9a26173e/ENCFF175COB.bam				
ENCFF847XZE	bam	bam		alignments	ENCSR426IEA	DNase-seq	EFO:0005903	KBM-7	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				1							ENCFF002GMN, ENCFF779AVU	9731300626	ENCODE Processing Pipeline	f37240d3667b5bc2577ae1d359663ed9		https://www.encodeproject.org/files/ENCFF847XZE/@@download/ENCFF847XZE.bam	hg19				released	s3://encode-public/2017/09/07/1c3e61a8-cf8f-4dc7-9702-4cb13e571ac6/ENCFF847XZE.bam				
ENCFF626POY	bam	bam		alignments	ENCSR426IEA	DNase-seq	EFO:0005903	KBM-7	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				2							ENCFF542RIJ, ENCFF730HYW	4493710510	ENCODE Processing Pipeline	fbddbd24089aef12921bf0dc1d296260		https://www.encodeproject.org/files/ENCFF626POY/@@download/ENCFF626POY.bam	hg19				released	s3://encode-public/2017/09/07/84e296c4-8b94-4ccb-b1d9-f498f8149feb/ENCFF626POY.bam				
ENCFF738KBP	bam	bam		alignments	ENCSR746ZPP	DNase-seq	EFO:0007600	L1-S8R	cell line	Homo sapiens											DNA						2016-07-20	ENCODE				1							ENCFF210LHK	15411787599	ENCODE Processing Pipeline	2830339bb5b1d3043e1b31b0946ceaca		https://www.encodeproject.org/files/ENCFF738KBP/@@download/ENCFF738KBP.bam	hg19				released	s3://encode-public/2017/09/10/b941073a-3642-4841-a9ff-3ce3c81faea7/ENCFF738KBP.bam				
ENCFF421RSY	bam	bam		alignments	ENCSR746ZPP	DNase-seq	EFO:0007600	L1-S8R	cell line	Homo sapiens											DNA						2016-07-20	ENCODE				2							ENCFF485JMS	13291565962	ENCODE Processing Pipeline	ee9ac8756c5ecdda8c9c99cfabbaf78c		https://www.encodeproject.org/files/ENCFF421RSY/@@download/ENCFF421RSY.bam	hg19				released	s3://encode-public/2017/09/10/3b77166b-44d6-4a8b-a63b-f7c5769c510e/ENCFF421RSY.bam				
ENCFF415YUR	bam	bam		alignments	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA						2016-05-11	ENCODE				1							ENCFF282XLJ	10415542470	ENCODE Processing Pipeline	6324c058c73ca245d4ee1fba02eabe17		https://www.encodeproject.org/files/ENCFF415YUR/@@download/ENCFF415YUR.bam	hg19				released	s3://encode-public/2017/09/10/9e2a52f2-d78d-4c8e-97d1-61ae5dfd8a58/ENCFF415YUR.bam				
ENCFF361MMB	bam	bam		alignments	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA						2016-05-11	ENCODE				2							ENCFF893WGB	5670346216	ENCODE Processing Pipeline	ec7f969b43c4c61a6b449a8428f12040		https://www.encodeproject.org/files/ENCFF361MMB/@@download/ENCFF361MMB.bam	hg19				released	s3://encode-public/2017/09/10/47b95c7c-8585-4001-9873-3c28b1f5b546/ENCFF361MMB.bam				
ENCFF436NOR	bam	bam		alignments	ENCSR475VQD	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF563YVP	14140745438	ENCODE Processing Pipeline	99db89e49d9ec95d12c49d253bab677d		https://www.encodeproject.org/files/ENCFF436NOR/@@download/ENCFF436NOR.bam	hg19				released	s3://encode-public/2017/09/08/ee7c176b-436c-435a-b7ef-7e32241dcd6f/ENCFF436NOR.bam				
ENCFF808BII	bam	bam		alignments	ENCSR475VQD	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF699FVE, ENCFF733HHV	2214297733	ENCODE Processing Pipeline	db904bc82d15b6db4ddc185971b80512		https://www.encodeproject.org/files/ENCFF808BII/@@download/ENCFF808BII.bam	hg19				released	s3://encode-public/2017/09/08/8a0d26d6-af93-4272-83af-60480c454693/ENCFF808BII.bam				
ENCFF093KDO	bam	bam		alignments	ENCSR559WMK	DNase-seq	UBERON:0001723	tongue	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF631RNR	16238428332	ENCODE Processing Pipeline	f4236e4003f6ed0895aae5027a3d5234		https://www.encodeproject.org/files/ENCFF093KDO/@@download/ENCFF093KDO.bam	hg19				released	s3://encode-public/2017/09/10/3d95bcb8-b4e4-475a-a53d-93d388df5a01/ENCFF093KDO.bam				
ENCFF200NVO	bam	bam		alignments	ENCSR240TPI	DNase-seq	EFO:0007750	ELR	cell line	Homo sapiens											DNA						2015-10-14	ENCODE				1							ENCFF390WDT	16967519507	ENCODE Processing Pipeline	5b121384a69c28b697b39c3e04a5316d		https://www.encodeproject.org/files/ENCFF200NVO/@@download/ENCFF200NVO.bam	hg19				released	s3://encode-public/2017/09/10/783788dc-17d5-4aed-922b-76e9c6e005e1/ENCFF200NVO.bam				
ENCFF852GRR	bam	bam		alignments	ENCSR240TPI	DNase-seq	EFO:0007750	ELR	cell line	Homo sapiens											DNA						2015-10-14	ENCODE				2							ENCFF411BWC	2020966336	ENCODE Processing Pipeline	b6bab51eaaca8f6cc08729619740746f		https://www.encodeproject.org/files/ENCFF852GRR/@@download/ENCFF852GRR.bam	hg19				released	s3://encode-public/2017/09/10/226f923c-0b8e-42d5-b538-caf9a7e95219/ENCFF852GRR.bam				
ENCFF582CHJ	bam	bam		alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day								DNA						2016-05-10	ENCODE				1							ENCFF628VHI	9580892403	ENCODE Processing Pipeline	a11f0a9a81d52d72db2717c8c1ac5a36		https://www.encodeproject.org/files/ENCFF582CHJ/@@download/ENCFF582CHJ.bam	hg19				released	s3://encode-public/2017/09/10/928732e4-4db4-438d-b1cb-0d34edaac28b/ENCFF582CHJ.bam				
ENCFF394MKQ	bam	bam		alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	doxycycline hyclate	0.5 μg/mL	4 day								DNA						2016-05-10	ENCODE				2							ENCFF918MRP	10588144688	ENCODE Processing Pipeline	e8fba77aceb27b0354f80b7d2c051d90		https://www.encodeproject.org/files/ENCFF394MKQ/@@download/ENCFF394MKQ.bam	hg19				released	s3://encode-public/2017/09/10/33792b55-81c7-4326-b62e-630beb7ae561/ENCFF394MKQ.bam				
ENCFF379QDB	bam	bam		alignments	ENCSR004SUL	DNase-seq	EFO:0007950	GM23338	cell line	Homo sapiens											DNA						2015-06-17	ENCODE				1							ENCFF346KOY	5533911532	ENCODE Processing Pipeline	4b3bf98bab558dcaac07851381a79ab8		https://www.encodeproject.org/files/ENCFF379QDB/@@download/ENCFF379QDB.bam	hg19				released	s3://encode-public/2017/09/12/e9b48c2e-ac5b-4da7-afcb-88d800fcaab7/ENCFF379QDB.bam				
ENCFF460GON	bam	bam		alignments	ENCSR004SUL	DNase-seq	EFO:0007950	GM23338	cell line	Homo sapiens											DNA						2015-06-17	ENCODE				2							ENCFF640ZAZ	15330082307	ENCODE Processing Pipeline	13695d936a3bda3759f049b29b2c8421		https://www.encodeproject.org/files/ENCFF460GON/@@download/ENCFF460GON.bam	hg19				released	s3://encode-public/2017/09/12/f9a11a87-cf40-46b9-b55e-6ea7feef7e9d/ENCFF460GON.bam				
ENCFF988JTU	bam	bam		alignments	ENCSR940NLN	DNase-seq	EFO:0002847	PC-9	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				2							ENCFF971LXD	13455586433	ENCODE Processing Pipeline	228a7cfdf937b4f99b29506a3522aeb0		https://www.encodeproject.org/files/ENCFF988JTU/@@download/ENCFF988JTU.bam	hg19				released	s3://encode-public/2017/09/08/c06d44a3-5f51-4c6b-ba1b-5cca1080bcdc/ENCFF988JTU.bam				
ENCFF589MGU	bam	bam		alignments	ENCSR940NLN	DNase-seq	EFO:0002847	PC-9	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				1							ENCFF035WVO	4737903305	ENCODE Processing Pipeline	8f6f69e78dad80033f253735931ea6e2		https://www.encodeproject.org/files/ENCFF589MGU/@@download/ENCFF589MGU.bam	hg19				released	s3://encode-public/2017/09/08/19768d8c-d655-48cb-87e7-400a7e07ba27/ENCFF589MGU.bam				
ENCFF635UOX	bam	bam		alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF881ZFT	14054986172	ENCODE Processing Pipeline	617cbd7a616bcb1ddc8bd1f89617b746		https://www.encodeproject.org/files/ENCFF635UOX/@@download/ENCFF635UOX.bam	hg19				released	s3://encode-public/2018/05/07/19dec503-7da8-4bb5-a30b-ec0b0f715af7/ENCFF635UOX.bam				
ENCFF186BCI	bam	bam		alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF935ALQ, ENCFF958EDL	5393112457	ENCODE Processing Pipeline	560d406d3a5fa35da4c3d4a0963a19de		https://www.encodeproject.org/files/ENCFF186BCI/@@download/ENCFF186BCI.bam	hg19				released	s3://encode-public/2018/05/07/e10b00ff-fedd-4c25-8e35-35861d42db13/ENCFF186BCI.bam				
ENCFF523JNF	bam	bam		alignments	ENCSR217TAW	DNase-seq	EFO:0005723	GM23248	cell line	Homo sapiens											DNA						2015-06-17	ENCODE				1							ENCFF068QFD	16281815219	ENCODE Processing Pipeline	2a9a8c368978bfa3332c882b42b9c60e		https://www.encodeproject.org/files/ENCFF523JNF/@@download/ENCFF523JNF.bam	hg19				released	s3://encode-public/2017/09/11/be244255-a651-464d-a68a-e78559c5337c/ENCFF523JNF.bam				
ENCFF050OVJ	bam	bam		alignments	ENCSR217TAW	DNase-seq	EFO:0005723	GM23248	cell line	Homo sapiens											DNA						2015-06-17	ENCODE				2							ENCFF994RTV	5465787719	ENCODE Processing Pipeline	1f3220c44e4f8cbb05f5dd356644724a		https://www.encodeproject.org/files/ENCFF050OVJ/@@download/ENCFF050OVJ.bam	hg19				released	s3://encode-public/2017/09/11/10ab2782-d5c0-46f3-b2e6-2b71d43c9809/ENCFF050OVJ.bam				
ENCFF056UYZ	bam	bam		alignments	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1							ENCFF813FUQ	2050612506	ENCODE Processing Pipeline	81e64034ffebe9f3aa4c90301ce7117f		https://www.encodeproject.org/files/ENCFF056UYZ/@@download/ENCFF056UYZ.bam	hg19				released	s3://encode-public/2017/09/10/46f5e799-e8d5-48aa-8954-b5ba67563f74/ENCFF056UYZ.bam				
ENCFF127RJK	bam	bam		alignments	ENCSR095GWE	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2							ENCFF982MNF	16771766872	ENCODE Processing Pipeline	8af25c1264ab2d24acea7429fdb993b5		https://www.encodeproject.org/files/ENCFF127RJK/@@download/ENCFF127RJK.bam	hg19				released	s3://encode-public/2017/09/10/7877e817-8e1e-4e00-b536-40236258671e/ENCFF127RJK.bam				
ENCFF520OYJ	bam	bam		alignments	ENCSR499IFY	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1							ENCFF041YXO	6876463541	ENCODE Processing Pipeline	24fd8bce72b3b7132d89f1c53ecb3a90		https://www.encodeproject.org/files/ENCFF520OYJ/@@download/ENCFF520OYJ.bam	hg19				released	s3://encode-public/2017/09/14/e8d0010e-64be-45d7-9ddc-92e5f4c31483/ENCFF520OYJ.bam				
ENCFF521EFH	bam	bam		alignments	ENCSR499IFY	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				2							ENCFF283QOH	7363057289	ENCODE Processing Pipeline	93b22b0c38698e505a2e3b0449bb2e4d		https://www.encodeproject.org/files/ENCFF521EFH/@@download/ENCFF521EFH.bam	hg19				released	s3://encode-public/2017/12/03/8e1d5f25-ad8e-4818-aeba-f9cbceffcf86/ENCFF521EFH.bam				
ENCFF020GHN	bam	bam		alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2							ENCFF480KUT	15268452799	ENCODE Processing Pipeline	53ecf9b3e98cfa1c6e6853080fe909ab		https://www.encodeproject.org/files/ENCFF020GHN/@@download/ENCFF020GHN.bam	hg19				released	s3://encode-public/2017/09/08/5c526aa2-92dd-4d4a-ade3-2faecad99273/ENCFF020GHN.bam				
ENCFF658ZEV	bam	bam		alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1							ENCFF623FUP, ENCFF823LVS	2540100370	ENCODE Processing Pipeline	a5c4d2c7ac9b4fa1a36fc0a7aa0e269b		https://www.encodeproject.org/files/ENCFF658ZEV/@@download/ENCFF658ZEV.bam	hg19				released	s3://encode-public/2017/09/08/9c50ee41-50d0-4365-a0c8-7606d5e712f7/ENCFF658ZEV.bam				
ENCFF683ZAF	bam	bam		alignments	ENCSR759UNY	DNase-seq	UBERON:0001723	tongue	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1							ENCFF115WDH	16670433881	ENCODE Processing Pipeline	a2c9373a24329644ca6a8a3e293b016c		https://www.encodeproject.org/files/ENCFF683ZAF/@@download/ENCFF683ZAF.bam	hg19				released	s3://encode-public/2017/09/06/6ee0fc4d-b0a8-4467-aec4-0a2644e720a9/ENCFF683ZAF.bam				
ENCFF162WVH	bam	bam		alignments	ENCSR759UNY	DNase-seq	UBERON:0001723	tongue	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				2							ENCFF720LMS	2719036984	ENCODE Processing Pipeline	94ce46eba612b6fa4bfdf6ccef1cbff7		https://www.encodeproject.org/files/ENCFF162WVH/@@download/ENCFF162WVH.bam	hg19				released	s3://encode-public/2017/09/06/16985d6f-0512-4141-af6e-9805918018d0/ENCFF162WVH.bam				
